#rx	ry	rz	eps1	eps2	x	y	z	q0	q1	q2	q3
3.460568e-04	2.384516e-04	3.949325e-04	1.848271e-04	3.900214e-04	3.663228e-04	9.903945e-01	9.903945e-01	2.192571e-03	1.771089e-03	2.504793e-03	3.536735e-01	-7.143940e-01	-5.431507e-01	-2.637111e-01
4.733930e-04	4.541727e-04	5.036431e-04	4.879812e-04	6.381676e-04	6.818518e-04	1.185103e+00	1.185103e+00	1.106042e-03	2.246536e-03	5.355634e-04	3.937565e-01	7.746428e-01	-4.333341e-01	2.389684e-01
4.347340e-04	3.850592e-04	1.686097e-04	2.401505e-04	3.031840e-04	2.250479e-04	8.945483e-01	8.945483e-01	1.584578e-04	-8.708202e-05	2.493129e-03	-2.970892e-01	-3.927106e-01	-8.426527e-01	2.178366e-01
3.597594e-04	2.233469e-04	2.138581e-04	1.877493e-04	4.438033e-04	1.777800e-04	7.449351e-01	7.449351e-01	2.993832e-03	3.308018e-03	6.997978e-04	-4.571098e-02	-6.847260e-01	1.573399e-01	-7.101443e-01
6.045743e-04	3.843043e-04	4.014385e-04	2.384063e-04	9.253842e-04	4.578213e-04	1.279488e+00	1.279488e+00	2.024589e-03	-1.847330e-05	1.730943e-03	-2.223931e-01	8.685769e-01	-5.182956e-02	4.398058e-01
4.512716e-04	3.500745e-04	3.479899e-04	5.415014e-04	3.534486e-04	6.237986e-04	1.162168e+00	1.162168e+00	1.525308e-03	1.301483e-04	2.408333e-03	-3.812659e-01	-5.144969e-01	3.682210e-02	-7.671854e-01
2.851773e-04	2.189814e-04	1.393410e-04	1.598888e-04	2.755460e-04	4.046615e-04	7.144439e-01	7.144439e-01	1.939141e-03	1.652868e-03	1.832165e-03	-6.454849e-01	-5.279472e-01	-4.294366e-01	3.467063e-01
4.444477e-04	1.728267e-04	4.226191e-04	4.240887e-04	2.980423e-04	2.416229e-04	8.626150e-01	8.626150e-01	2.421308e-03	1.543217e-03	1.784428e-03	-5.352412e-01	6.025113e-03	8.379473e-01	1.064182e-01
1.010145e-04	1.621044e-04	2.461660e-04	2.136871e-04	1.520841e-04	1.959395e-04	5.386899e-01	5.386899e-01	3.109023e-03	2.364022e-03	2.637629e-03	2.646391e-01	-8.678629e-01	-2.857199e-01	-3.084545e-01
1.869859e-04	1.969702e-04	1.733339e-04	1.913334e-04	2.036291e-04	1.707515e-04	5.873178e-01	5.873178e-01	3.082784e-03	7.561400e-04	1.682919e-03	3.861537e-01	-7.681764e-01	6.227946e-02	5.068644e-01
5.167153e-04	3.119911e-04	6.883887e-04	5.793606e-04	6.633007e-04	5.552965e-04	1.264321e+00	1.264321e+00	2.061665e-03	3.118342e-03	1.395678e-03	3.863609e-01	8.144928e-01	4.211180e-01	9.993148e-02
3.409693e-04	5.717490e-04	3.177952e-04	6.123855e-04	4.230984e-04	5.359641e-04	1.103985e+00	1.103985e+00	1.948121e-03	6.136998e-05	8.186474e-04	2.373968e-01	9.582435e-01	-9.543594e-02	-1.276880e-01
2.940350e-04	2.484877e-04	2.169931e-04	4.909576e-04	5.355503e-04	4.813282e-04	8.302908e-01	8.302908e-01	1.255212e-03	1.492673e-03	7.378698e-04	-6.451594e-02	7.391771e-01	3.439655e-01	-5.754499e-01
5.853978e-04	5.590057e-04	4.076905e-04	4.698839e-04	5.506451e-04	8.555737e-04	1.006820e+00	1.006820e+00	1.966580e-03	2.231466e-03	9.849821e-04	1.910679e-01	-3.442766e-01	-8.693160e-01	-2.987579e-01
5.202136e-04	3.280503e-04	5.364258e-04	3.380364e-04	6.645717e-04	8.843518e-04	1.263530e+00	1.263530e+00	2.927254e-03	2.928139e-03	2.100449e-03	-9.619442e-01	-6.179960e-02	-1.684541e-01	2.060762e-01
2.206684e-04	2.209173e-04	3.051606e-04	2.262721e-04	1.974188e-04	4.081765e-04	6.680311e-01	6.680311e-01	1.351618e-03	3.264996e-03	8.048281e-04	3.696797e-01	-5.791760e-02	-1.564413e-01	-9.140616e-01
3.492009e-04	4.828523e-04	2.249081e-04	2.692382e-04	3.767699e-04	4.990678e-04	9.331033e-01	9.331033e-01	2.153454e-03	2.336453e-03	1.909547e-03	2.721941e-01	4.102125e-01	-7.083659e-01	-5.058200e-01
2.712299e-04	5.804667e-04	5.778096e-04	4.825049e-04	5.748928e-04	4.876382e-04	1.324609e+00	1.324609e+00	1.649712e-03	8.290135e-04	5.797389e-04	-8.752347e-03	-6.468348e-01	7.368952e-01	1.962488e-01
4.497357e-04	4.108137e-04	3.501796e-04	4.278211e-04	3.170640e-04	5.247551e-04	9.995204e-01	9.995204e-01	2.038564e-03	1.022465e-03	2.426690e-03	9.774608e-02	4.239672e-01	-8.573832e-01	2.749393e-01
3.071433e-04	3.286539e-04	2.216839e-04	3.099219e-04	2.712301e-04	4.797886e-04	7.695577e-01	7.695577e-01	1.662375e-03	2.907161e-03	3.623682e-04	7.026490e-01	-2.961875e-01	6.311335e-01	1.422247e-01
2.984817e-04	3.141391e-04	7.413433e-04	6.630923e-04	8.575250e-04	3.869189e-04	1.367926e+00	1.367926e+00	2.776387e-03	1.054268e-03	3.500715e-04	-4.291576e-01	3.595791e-01	-7.245383e-01	-4.019588e-01
6.002724e-04	4.784523e-04	3.071594e-04	7.510846e-04	4.110680e-04	5.144097e-04	1.394914e+00	1.394914e+00	2.913113e-03	2.218153e-03	1.627648e-03	-4.390862e-01	4.904089e-01	6.446394e-01	3.887704e-01
5.870089e-04	5.191422e-04	6.409582e-04	4.390297e-04	4.043570e-04	6.498295e-04	1.295022e+00	1.295022e+00	1.322133e-03	1.501708e-03	2.329400e-03	-5.813762e-02	4.469664e-01	9.128629e-02	-8.879797e-01
3.706982e-04	2.597046e-04	4.376022e-04	4.072627e-04	3.052711e-04	3.950307e-04	8.416438e-01	8.416438e-01	9.297618e-04	7.071625e-04	2.278240e-03	-6.536567e-01	4.490433e-01	5.442128e-01	-2.737252e-01
2.134609e-04	3.082438e-04	4.960471e-04	4.815755e-04	4.905415e-04	6.273101e-04	9.160307e-01	9.160307e-01	4.171172e-04	2.207477e-03	2.510119e-03	6.709276e-01	3.585653e-01	6.490609e-01	-2.640066e-03
4.489717e-04	5.850401e-04	1.985619e-04	3.808815e-04	5.889964e-04	8.151749e-04	1.106661e+00	1.106661e+00	3.732536e-04	2.205930e-03	1.186215e-03	-7.590341e-01	-5.934155e-01	3.826806e-02	2.650677e-01
4.316046e-04	4.640894e-04	5.944079e-04	5.163574e-04	3.295471e-04	5.460956e-04	1.247394e+00	1.247394e+00	2.170660e-03	3.115418e-03	2.393791e-03	2.350746e-01	-7.427956e-01	6.135739e-01	-1.285367e-01
4.234476e-04	5.968078e-04	2.774418e-04	2.980528e-04	4.945923e-04	4.386544e-04	1.372361e+00	1.372361e+00	1.290086e-03	3.291607e-03	2.392779e-03	3.473276e-01	-1.777626e-01	9.204688e-01	2.238915e-02
