#rx	ry	rz	eps1	eps2	x	y	z	q0	q1	q2	q3
3.968503e-01	3.968503e-01	7.937005e-01	1.000000e+00	1.000000e+00	3.694077e+00	2.891725e+00	2.245729e+00	-1.201419e-01	9.486730e-01	-1.444342e-01	-2.544096e-01
3.968503e-01	3.968503e-01	7.937005e-01	1.000000e+00	1.000000e+00	1.376024e+00	1.115326e+00	2.902922e+00	1.397320e-01	3.062787e-01	-1.887736e-02	-9.414414e-01
3.968503e-01	3.968503e-01	7.937005e-01	1.000000e+00	1.000000e+00	1.527327e+00	2.453106e+00	3.980479e+00	2.483051e-01	-6.337608e-01	1.122385e-01	7.239436e-01
3.968503e-01	3.968503e-01	7.937005e-01	1.000000e+00	1.000000e+00	3.443631e+00	1.705900e+00	1.896927e+00	-6.985425e-01	6.684710e-01	1.916933e-01	-1.686372e-01
3.968503e-01	3.968503e-01	7.937005e-01	1.000000e+00	1.000000e+00	4.981282e+00	3.420871e+00	2.886466e+00	4.638422e-01	2.083512e-01	-7.365430e-01	4.460322e-01
3.968503e-01	3.968503e-01	7.937005e-01	1.000000e+00	1.000000e+00	4.578533e+00	2.758179e+00	1.046004e+00	6.581365e-01	-6.206597e-01	2.821069e-01	3.194582e-01
3.968503e-01	3.968503e-01	7.937005e-01	1.000000e+00	1.000000e+00	3.982986e+00	5.011936e+00	2.613885e+00	2.512656e-01	2.255553e-02	9.650174e-01	7.140247e-02
3.968503e-01	3.968503e-01	7.937005e-01	1.000000e+00	1.000000e+00	1.210717e+00	1.659381e+00	3.707534e+00	3.567133e-01	-6.201363e-01	6.126062e-01	3.360063e-01
3.968503e-01	3.968503e-01	7.937005e-01	1.000000e+00	1.000000e+00	5.108468e+00	2.191855e+00	4.580400e+00	1.341330e-01	-1.742717e-01	6.829701e-01	6.965555e-01
3.968503e-01	3.968503e-01	7.937005e-01	1.000000e+00	1.000000e+00	4.153669e+00	1.979876e+00	2.569307e+00	7.775871e-01	2.283360e-02	-5.171791e-01	-3.568791e-01
3.968503e-01	3.968503e-01	7.937005e-01	1.000000e+00	1.000000e+00	2.069710e+00	2.832543e+00	1.198159e+00	8.818632e-01	-2.282242e-01	4.122259e-01	1.734632e-02
3.968503e-01	3.968503e-01	7.937005e-01	1.000000e+00	1.000000e+00	3.330214e+00	4.348930e+00	1.085753e+00	-4.107181e-01	-5.679265e-01	-5.608918e-01	4.406478e-01
3.968503e-01	3.968503e-01	7.937005e-01	1.000000e+00	1.000000e+00	2.209476e+00	3.292941e+00	2.746956e+00	-2.105065e-01	5.342314e-01	4.863465e-01	-6.585977e-01
3.968503e-01	3.968503e-01	7.937005e-01	1.000000e+00	1.000000e+00	3.541903e+00	5.022876e+00	4.240987e+00	1.945137e-01	-5.330096e-01	8.162291e-01	-1.087897e-01
3.968503e-01	3.968503e-01	7.937005e-01	1.000000e+00	1.000000e+00	4.328377e+00	1.195466e+00	2.090965e+00	3.295875e-01	-5.474079e-01	7.691239e-01	1.284925e-02
3.968503e-01	3.968503e-01	7.937005e-01	1.000000e+00	1.000000e+00	3.191017e+00	4.163205e+00	2.903369e+00	-1.753031e-01	7.283292e-01	4.633898e-01	4.733660e-01
3.968503e-01	3.968503e-01	7.937005e-01	1.000000e+00	1.000000e+00	2.894644e+00	2.105023e+00	2.852354e+00	-3.889966e-01	2.900145e-01	-8.674147e-01	1.102952e-01
3.968503e-01	3.968503e-01	7.937005e-01	1.000000e+00	1.000000e+00	5.104505e+00	3.260876e+00	3.704684e+00	8.956866e-01	-4.418342e-01	-2.933241e-02	4.083645e-02
3.968503e-01	3.968503e-01	7.937005e-01	1.000000e+00	1.000000e+00	4.293120e+00	4.766755e+00	4.440057e+00	-4.841389e-01	-7.344635e-01	4.736016e-01	-4.329385e-02
3.968503e-01	3.968503e-01	7.937005e-01	1.000000e+00	1.000000e+00	3.297338e+00	2.330326e+00	3.505105e+00	8.474872e-01	8.993737e-02	-4.182299e-01	3.142616e-01
3.968503e-01	3.968503e-01	7.937005e-01	1.000000e+00	1.000000e+00	1.986653e+00	4.200589e+00	4.337760e+00	-4.339506e-01	3.674699e-02	-3.673770e-01	8.218094e-01
3.968503e-01	3.968503e-01	7.937005e-01	1.000000e+00	1.000000e+00	4.277745e+00	4.748193e+00	3.450308e+00	3.475781e-01	-4.027120e-02	8.129149e-01	4.655503e-01
