#rx	ry	rz	eps1	eps2	x	y	z	q0	q1	q2	q3
3.550000e-04	3.550000e-04	3.550000e-04	1.000000e+00	1.000000e+00	7.516836e-03	7.404652e-03	9.210757e-03	1.475188e-02	8.080838e-01	2.977431e-03	5.888752e-01
3.550000e-04	3.550000e-04	3.550000e-04	1.000000e+00	1.000000e+00	7.516688e-03	1.061065e-02	8.769248e-03	6.037379e-01	1.431615e-01	-1.689790e-01	-7.658012e-01
3.550000e-04	3.550000e-04	3.550000e-04	1.000000e+00	1.000000e+00	1.010262e-02	1.061042e-02	8.241760e-03	5.521422e-01	-4.009130e-01	7.279902e-01	6.661813e-02
3.550000e-04	3.550000e-04	3.550000e-04	1.000000e+00	1.000000e+00	7.516782e-03	8.875794e-03	1.049678e-02	2.485235e-02	8.129764e-01	1.958338e-03	5.817628e-01
3.475000e-04	3.475000e-04	3.475000e-04	1.000000e+00	1.000000e+00	8.181189e-03	1.061803e-02	9.610881e-03	2.419401e-01	-3.299600e-01	-4.741734e-01	7.795839e-01
3.475000e-04	3.475000e-04	3.475000e-04	1.000000e+00	1.000000e+00	9.377054e-03	8.764637e-03	8.525392e-03	-4.582450e-02	4.884392e-01	1.251588e-01	-8.623587e-01
3.475000e-04	3.475000e-04	3.475000e-04	1.000000e+00	1.000000e+00	1.011018e-02	7.977784e-03	9.252416e-03	-2.079641e-01	-7.081436e-01	1.308828e-01	-6.619315e-01
3.475000e-04	3.475000e-04	3.475000e-04	1.000000e+00	1.000000e+00	9.429078e-03	7.983889e-03	9.785704e-03	-6.270255e-01	-3.514325e-01	-2.864176e-01	-6.334818e-01
3.475000e-04	3.475000e-04	3.475000e-04	1.000000e+00	1.000000e+00	9.729831e-03	8.116164e-03	1.050419e-02	-4.680543e-01	-4.638014e-01	5.910869e-01	-4.652201e-01
3.475000e-04	3.475000e-04	3.475000e-04	1.000000e+00	1.000000e+00	7.509380e-03	7.397482e-03	8.234343e-03	8.828844e-01	1.366818e-01	-1.088990e-01	-4.358603e-01
3.360000e-04	3.360000e-04	3.360000e-04	1.000000e+00	1.000000e+00	7.497868e-03	8.606436e-03	8.735052e-03	2.336217e-01	-9.240179e-01	2.639410e-02	3.015213e-01
3.360000e-04	3.360000e-04	3.360000e-04	1.000000e+00	1.000000e+00	8.586539e-03	9.234432e-03	1.051576e-02	2.710728e-01	-1.405992e-01	8.449811e-01	4.390425e-01
3.360000e-04	3.360000e-04	3.360000e-04	1.000000e+00	1.000000e+00	8.877268e-03	9.921052e-03	1.051571e-02	5.468143e-01	-4.040781e-01	5.737032e-01	-4.567052e-01
3.360000e-04	3.360000e-04	3.360000e-04	1.000000e+00	1.000000e+00	1.012167e-02	7.385606e-03	8.403116e-03	-7.653936e-01	3.061267e-01	2.747303e-01	-4.949569e-01
3.360000e-04	3.360000e-04	3.360000e-04	1.000000e+00	1.000000e+00	1.011444e-02	1.005868e-02	9.900510e-03	-4.165870e-01	-8.211910e-01	-2.389600e-01	3.082186e-01
3.360000e-04	3.360000e-04	3.360000e-04	1.000000e+00	1.000000e+00	8.002787e-03	7.922358e-03	8.222733e-03	7.150833e-01	2.000656e-01	6.097568e-01	-2.771756e-01
3.245000e-04	3.245000e-04	3.245000e-04	1.000000e+00	1.000000e+00	9.339855e-03	7.374199e-03	9.517801e-03	-6.873970e-01	-4.275366e-01	1.780225e-01	5.594693e-01
3.245000e-04	3.245000e-04	3.245000e-04	1.000000e+00	1.000000e+00	1.013316e-02	9.323524e-03	8.822231e-03	-6.150768e-01	3.240936e-01	7.014966e-02	-7.153481e-01
3.245000e-04	3.245000e-04	3.245000e-04	1.000000e+00	1.000000e+00	7.486192e-03	9.973718e-03	9.324819e-03	4.536656e-01	4.385574e-01	-7.755785e-01	-1.824615e-02
3.245000e-04	3.245000e-04	3.245000e-04	1.000000e+00	1.000000e+00	8.531342e-03	1.037276e-02	1.012929e-02	9.371537e-01	7.331658e-02	-2.812530e-01	-1.930397e-01
3.245000e-04	3.245000e-04	3.245000e-04	1.000000e+00	1.000000e+00	9.442068e-03	9.108125e-03	9.624192e-03	6.998290e-01	-2.284092e-01	-6.587043e-01	1.554906e-01
3.685000e-04	3.685000e-04	3.685000e-04	1.000000e+00	1.000000e+00	8.418889e-03	7.418065e-03	9.350195e-03	5.354399e-01	-4.750649e-01	-5.639346e-01	-4.118194e-01
3.685000e-04	3.685000e-04	3.685000e-04	1.000000e+00	1.000000e+00	8.674038e-03	8.452161e-03	9.798918e-03	-3.029349e-02	-4.132170e-01	-2.589656e-01	8.725083e-01
3.685000e-04	3.685000e-04	3.685000e-04	1.000000e+00	1.000000e+00	8.339779e-03	9.387028e-03	8.736786e-03	3.686619e-01	-4.801675e-01	3.423838e-01	7.185408e-01
3.685000e-04	3.685000e-04	3.685000e-04	1.000000e+00	1.000000e+00	9.083217e-03	1.059696e-02	1.048320e-02	-8.529712e-03	-4.960781e-01	-2.277984e-01	-8.378196e-01
3.685000e-04	3.685000e-04	3.685000e-04	1.000000e+00	1.000000e+00	7.967686e-03	1.059693e-02	1.048316e-02	-1.915535e-01	1.984153e-01	-4.279210e-01	8.607103e-01
3.685000e-04	3.685000e-04	3.685000e-04	1.000000e+00	1.000000e+00	8.842058e-03	1.018440e-02	9.539284e-03	-7.438834e-02	2.738682e-01	-4.695263e-01	-8.360668e-01
3.685000e-04	3.685000e-04	3.685000e-04	1.000000e+00	1.000000e+00	8.774951e-03	9.040630e-03	8.254994e-03	-7.772084e-01	-2.714356e-01	-3.104581e-01	-4.752743e-01
3.685000e-04	3.685000e-04	3.685000e-04	1.000000e+00	1.000000e+00	1.008922e-02	9.890180e-03	9.217282e-03	-6.877090e-01	-2.765156e-01	-5.636819e-01	-3.644972e-01
3.685000e-04	3.685000e-04	3.685000e-04	1.000000e+00	1.000000e+00	8.041546e-03	7.418140e-03	8.713079e-03	-6.233741e-01	-6.468586e-01	-6.414836e-02	4.345844e-01
3.685000e-04	3.685000e-04	3.685000e-04	1.000000e+00	1.000000e+00	9.513810e-03	1.023698e-02	8.434378e-03	-7.240991e-01	1.833438e-01	-6.624762e-01	5.648651e-02
3.425000e-04	3.425000e-04	3.425000e-04	1.000000e+00	1.000000e+00	8.446479e-03	7.412672e-03	1.050919e-02	-2.955567e-01	-7.613942e-01	2.367892e-01	-5.261711e-01
3.425000e-04	3.425000e-04	3.425000e-04	1.000000e+00	1.000000e+00	1.011510e-02	7.543786e-03	1.050916e-02	-1.944249e-01	-9.262518e-01	-2.521395e-01	2.016985e-01
3.425000e-04	3.425000e-04	3.425000e-04	1.000000e+00	1.000000e+00	7.504235e-03	9.572839e-03	1.050920e-02	1.693394e-01	-8.389268e-01	-5.160644e-01	-3.469235e-02
3.425000e-04	3.425000e-04	3.425000e-04	1.000000e+00	1.000000e+00	8.820716e-03	7.392199e-03	9.935985e-03	-6.366713e-01	-6.918498e-01	-3.385535e-01	-3.708005e-02
3.425000e-04	3.425000e-04	3.425000e-04	1.000000e+00	1.000000e+00	7.504373e-03	1.016939e-02	8.229319e-03	-6.597619e-01	1.726904e-01	-7.228174e-01	1.114776e-01
3.425000e-04	3.425000e-04	3.425000e-04	1.000000e+00	1.000000e+00	7.504376e-03	1.062290e-02	9.476756e-03	-4.830362e-01	-5.882865e-01	-5.616508e-01	-3.242584e-01
3.825000e-04	3.825000e-04	3.825000e-04	1.000000e+00	1.000000e+00	8.150794e-03	9.891629e-03	9.550279e-03	8.628025e-01	-5.023347e-01	5.205727e-02	2.284310e-02
3.825000e-04	3.825000e-04	3.825000e-04	1.000000e+00	1.000000e+00	1.006306e-02	8.088743e-03	8.269297e-03	-2.889280e-01	-8.303180e-01	-1.976875e-01	-4.336039e-01
3.825000e-04	3.825000e-04	3.825000e-04	1.000000e+00	1.000000e+00	7.976582e-03	1.003765e-02	8.819990e-03	7.073892e-01	1.717583e-01	-2.005995e-01	-6.556366e-01
3.825000e-04	3.825000e-04	3.825000e-04	1.000000e+00	1.000000e+00	1.007513e-02	9.766256e-03	8.269337e-03	-2.403268e-01	4.867374e-01	-4.817735e-01	6.879128e-01
3.825000e-04	3.825000e-04	3.825000e-04	1.000000e+00	1.000000e+00	9.349946e-03	9.523090e-03	8.269304e-03	-3.033492e-01	1.921486e-01	-8.476230e-01	3.906322e-01
3.825000e-04	3.825000e-04	3.825000e-04	1.000000e+00	1.000000e+00	9.059758e-03	7.432122e-03	8.809259e-03	7.851804e-01	-3.819350e-01	2.380829e-01	4.253633e-01
3.825000e-04	3.825000e-04	3.825000e-04	1.000000e+00	1.000000e+00	8.162625e-03	9.871995e-03	1.046542e-02	-4.299119e-01	-1.726160e-01	-6.945555e-01	-5.504291e-01
3.825000e-04	3.825000e-04	3.825000e-04	1.000000e+00	1.000000e+00	9.328767e-03	8.622286e-03	1.012508e-02	1.128826e-02	-2.554721e-01	-9.663829e-01	2.665675e-02
3.825000e-04	3.825000e-04	3.825000e-04	1.000000e+00	1.000000e+00	1.007523e-02	9.621735e-03	1.046925e-02	8.984663e-01	1.634359e-02	-2.131498e-01	3.834820e-01
